business_id,total_checkin,01,02,03,04,05,06,07,08,09,10,11,12
TTglnKh_kURiH1RUasNq1A,752,75,65,61,69,61,71,71,63,62,61,63,30
T_YWS3Rp7-iu69VS5jcQPg,414,36,39,43,43,36,13,37,57,30,44,31,5
TbIVXylgp6UsfSPI9PYddA,632,0,0,0,70,109,91,85,74,57,61,66,19
Tgc2dTcE1xOey2OUt_PvXA,261,20,27,23,27,22,30,27,25,25,18,12,5
ThNGovQZjZ5mn-ZwX_N2BQ,587,61,54,57,46,46,54,67,54,46,27,55,20
TmIucPRTngutrjDpC0nXgQ,546,35,30,67,43,47,57,63,57,43,43,48,13
Trbt0Ex85yvwT8DHoEFCvg,397,32,20,31,40,37,46,34,39,29,32,41,16
Tw3miGKZHtmxmaQZIYFRrA,262,33,24,33,29,23,20,31,18,18,15,14,4
TyuFl3J4fUDB573AHu5uBQ,301,0,0,0,0,0,0,2,56,83,99,51,10
U1VRdnJgCSOujL7vnGwKxw,209,15,21,24,24,19,14,14,22,18,17,14,7
U727bIditAsUdRSWvJ9n6g,215,5,4,13,40,33,25,34,24,10,8,15,4
UB-xdWV_RpIQ9VfVB3WUTA,234,13,17,26,19,26,18,18,17,24,20,22,14
UMqfeCItzQ2glr4d9apGlA,421,40,33,39,43,37,31,47,32,39,40,31,9
UPIYuRaZvknINOd1w8kqRQ,551,47,46,67,31,66,44,45,58,43,38,49,17
URwhWyzVmQLobOXDql43Dg,222,18,5,21,3,3,5,8,39,46,20,18,36
UTXNr62dGSK-tet8OeXUcQ,308,33,27,37,30,23,29,18,26,28,17,28,12
UYh1N1xQhOh-a7nX92xPzQ,229,15,20,26,19,26,16,12,25,22,22,17,9
UidEFF1WpnU4duev4fjPlQ,295,35,26,29,18,18,22,29,18,24,22,41,13
UtpjmeDBYka-URKBHy4a_w,455,0,0,0,0,0,0,0,0,0,14,254,187
Uxm9N6jwmJybOv1NcBbnRw,799,67,51,52,90,99,84,110,74,61,54,46,11
V-aCFCkkRyakP6SeIfG9-A,610,76,57,44,43,66,77,53,46,42,46,47,13
V2oe1HVgNK0He9Mf3Q17AA,219,21,18,28,23,17,13,17,19,17,16,22,8
V6THXtSVkbx4g103_3vXmA,216,25,12,10,19,18,22,17,15,31,19,25,3
V96iWEiPOMLOSQgO4x2rfQ,308,37,27,24,24,36,30,24,29,25,13,29,10
VLDFjeqpUgWhnVuB_8GuEg,307,38,28,33,22,34,21,24,22,24,31,23,7
VT9VcNegXrl-BLDCjWH3fQ,457,14,26,59,45,56,54,30,42,40,44,36,11
Vbal-AZnu2w6NttIKfdjDg,336,34,32,25,23,30,32,35,35,24,31,25,10
VsewHMsfj1Mgsl2i_hio7w,357,32,25,40,31,34,34,37,36,28,17,28,15
VtLsCmups-UOkkPRBe62Fw,246,15,19,27,19,19,27,22,26,17,23,26,6
Vu641FmSuZcUBI8PymYRIg,311,41,26,67,13,15,19,7,10,20,22,46,25
VvF0lhuy46UMPb-R4gksMA,232,8,11,60,88,26,7,2,4,13,4,7,2
VwwOBldGAc1xmVeIUKj3Wg,264,20,14,30,26,23,22,25,20,28,24,21,11
VxCnyVYn-FFgv6F1EqbdKA,282,32,14,47,18,13,21,19,29,21,30,29,9
VyVIneSU7XAWgMBllI6LnQ,873,98,103,111,83,72,85,60,71,52,63,59,16
VyjyHoBg3KC5BSFRlD0ZPQ,1691,162,144,143,140,173,161,126,144,146,125,153,74
W035pMPJuocijd0BLfHaiw,219,21,16,24,25,14,13,13,26,18,28,16,5
W2CzAePJakvARgoQuohbOA,237,16,21,36,19,20,15,12,15,18,24,29,12
W8apgXmOxESpoL_EeogC5w,258,39,20,29,17,24,20,18,15,28,20,17,11
WHiND6UPxr6WzgGhz2E91Q,462,32,45,59,31,58,50,35,36,36,28,33,19
WI4_e2nbKHH-g-5TZ2SvpA,738,72,55,82,56,49,69,62,81,67,64,58,23
WRQ-9LluyivReFiQZFUujw,290,24,18,18,41,22,33,25,27,19,25,34,4
WX8cx6tfFcEn0cK4cIbWag,370,31,47,34,29,21,31,24,53,31,27,34,8
WYw3Uf56DT5IwpaLNnCH5Q,422,33,33,43,50,31,35,35,34,29,39,48,12
WbEwI-AJC9epye59Lq0iJg,302,17,28,16,22,35,40,47,22,20,22,21,12
WbJ1LRQdOuYYlRLyTkuuxw,650,54,42,61,30,44,53,112,94,46,38,62,14
We16v_WgJei5cedG50OLTQ,340,24,34,28,23,32,28,34,41,26,20,38,12
Wg9PobIsIgH8pn4kjZM-5Q,901,84,76,91,88,62,63,78,88,94,82,59,36
Whdb9vtUaeto9UdVrs1Taw,415,0,19,96,54,46,28,20,34,37,32,36,13
Wone4SY2BQ6di_XnW7KW6w,313,29,30,26,43,28,34,17,29,21,19,28,9
Wxxvi3LZbHNIDwJ-ZimtnA,1597,167,144,170,141,121,148,134,102,120,114,151,85
X-8PBiSJXKQblMOcWFthcQ,932,124,84,109,71,66,84,83,79,76,50,82,24
X-b4-QvZLENnf3yFwhpSXQ,254,0,0,1,30,35,41,52,43,47,2,1,2
X1zdsS1YWnWdW0y_rWvxcw,356,0,0,0,0,0,8,62,89,77,71,45,4
X4QbkHl7pOTVsgLa7XuUBg,507,48,43,49,37,49,47,42,50,45,39,44,14
X8c23dur0ll2D9XTu-I8Qg,259,18,29,22,18,22,20,26,33,34,14,16,7
X91rjC4EkH_3ZGY3ciIs8Q,276,23,29,19,26,38,27,27,34,17,18,11,7
XMMLRvV4IMxIGyc4H37LxA,234,21,20,29,18,12,22,20,31,18,8,29,6
XO2hZb0xC8jTexSHG4SxFg,741,50,59,50,42,71,73,69,67,101,81,61,17
XQETjKH84gxDrAiz2lH7Wg,650,60,59,60,63,63,46,68,41,54,56,56,24
XQJr9_jZR1vOoZVcZfDDwQ,372,31,28,31,34,29,33,47,33,23,27,43,13
XQm5LDv3M9d4zDtKRO_8iQ,595,62,47,48,58,52,55,48,44,55,47,54,25
XWxYHSld0T2TfANwt1KmqA,297,23,23,35,22,22,34,46,23,16,20,26,7
XXW_OFaYQkkGOGniujZFHg,706,82,65,75,71,54,56,60,62,56,49,54,22
XZbuPXdyA0ZtTu3AzqtQhg,337,31,27,47,23,28,35,33,25,22,25,30,11
XZbwH1uNAE2HAkfWmevgog,256,22,17,21,23,33,22,25,18,25,24,16,10
XdN243vaRNgXXp44U4G_ng,241,32,19,24,16,20,27,22,26,15,18,18,4
Xg5qEQiB-7L6kGJ5F4K3bQ,309,33,41,29,28,35,25,18,38,14,24,17,7
Xj7DIGRHEchJ-VVdISazQQ,319,27,28,38,28,29,39,22,22,29,21,21,15
XsSgv3vBOyOBXn3Co8EVIg,715,50,49,75,48,67,71,67,77,69,63,59,20
XwJ6fZRVbxQYRsryy4-qDw,367,25,35,39,44,49,35,33,27,26,27,23,4
XwQ6lQro2FKvtD0YAUeOAA,510,39,54,54,45,44,45,27,49,42,52,44,15
XxvyLuorygB8u0XBIDwKjQ,492,59,48,60,60,51,50,36,50,18,18,30,12
Y-S2LhHefBdnX8VP5Bh_JA,291,22,21,17,19,34,31,28,17,25,24,34,19
Y6q0K1fJa0Hy1AK3y9BzIg,304,18,23,22,29,33,44,37,28,17,25,22,6
YAgoRzc92vC3cHc-RrlSSA,255,5,1,14,24,22,23,39,27,45,28,19,8
YBIhTjmEH3IEZW4Dr5ReRA,282,34,25,32,23,19,29,22,22,25,18,21,12
YBLVD61RFdP5H-RGLSIPUw,908,108,71,96,70,88,82,82,100,64,71,53,23
YF4QJ_j-PM7cMZja6K1MwQ,212,0,0,18,19,21,37,38,47,21,6,4,1
YILyHegzhy1vlc_LNVfObw,507,41,44,43,45,43,47,45,76,32,39,40,12
YJ8ljUhLsz6CtT_2ORNFmg,2025,151,178,182,143,209,189,188,224,160,163,196,42
YM4nM68YTzru8Hj_c5SvHA,217,26,26,21,22,20,29,9,16,24,10,12,2
YPavuOh2XsnRbLfl0DH2lQ,350,21,43,37,36,36,27,34,25,26,25,27,13
YRyYbOSwvHkZsZOLv98oQg,235,19,16,29,20,22,20,12,11,19,38,21,8
YSYDJTCt5kzY2kKnLNGRiA,463,29,48,58,43,66,41,33,45,32,30,25,13
YTCCJ3ShO-zg0dlx1nk6dw,317,31,38,25,25,33,17,38,25,28,26,20,11
YeECyPbDJLTnr1Bm5Pw3EA,352,63,37,45,24,24,34,24,32,22,22,14,11
Yf8PiUFYTgeN-NVSgrntPQ,221,12,19,26,23,17,15,17,25,17,21,20,9
YgVC9NdMji-VV05w7-E1DQ,534,16,7,17,77,70,94,55,101,89,4,3,1
Yl05MqCs9xRzrJFkGWLpgA,831,67,54,130,92,83,89,77,60,50,59,55,15
Yo8ODT7aFMM2xKUd1yaBVw,236,17,23,35,34,20,11,16,29,25,14,7,5
YpePlG2UW_mf-zhFaCgubA,209,12,8,21,15,18,12,27,17,24,16,32,7
Ytd4zp7UmTTdfwlGUje__A,416,42,21,43,46,54,45,47,42,24,23,23,6
YuhAHVsstmDENWuZM30tMA,792,65,57,74,89,75,74,57,84,45,67,67,38
YzlgswAwmpkMQifS3-YQTw,399,41,33,38,46,31,27,35,37,37,25,34,15
YzuWj3u9BZRpxNmd1Cv3QA,263,23,34,15,33,26,19,20,18,23,12,26,14
Z0YOHYA6YtW131xULbnMzQ,463,44,25,32,42,40,50,45,50,41,46,41,7
ZAuAwz1ijuydn5yL3q3rzA,554,66,52,64,47,51,58,51,35,31,31,47,21
ZCzey5aPhd7jYIoHsUfjmQ,1223,73,97,100,99,95,137,113,95,119,127,122,46
ZG8PZgaMKhdJUpNxkc9Diw,648,47,62,62,61,49,69,64,73,68,34,47,12
ZQ-4bR5AJfzQQk31-KQ36A,306,0,0,51,43,48,16,20,29,32,20,35,12
ZjKpGYdQCQPxzkYWAsV56w,238,26,35,29,19,24,17,15,17,17,19,16,4
ZjSzUWHtnpCfjsa7CksSOg,251,19,29,23,25,9,34,26,13,14,29,23,7
ZkGDCVKSdf8m76cnnalL-A,228,22,23,13,14,24,26,21,18,11,20,26,10
ZrFqa9sUaF_X8wbNz29Qbw,242,20,24,24,18,16,23,19,25,20,23,21,9
ZrS5rhJ4OvXQG_38wPEWlA,276,24,22,32,23,27,19,39,30,21,24,12,3
ZyOuwa3Eau6dbUiEPwsUoA,1432,16,15,12,10,30,116,321,267,189,185,208,63
_0x7W6fizaPP76xNBxBLAQ,580,45,56,59,56,72,54,54,55,53,36,26,14
_3olhuCXhoqjy4M2rBp1YA,545,64,50,48,68,45,61,47,57,26,37,32,10
_Ad2ZKhUl-krJFpaZ1FI8g,2926,99,89,89,656,703,689,288,75,70,64,73,31
_GdzDB3SU9Ni7mAOQehIXQ,212,0,0,0,0,0,0,0,0,0,0,212,0
_JZ7hXqOZ_MngjPWFgER0w,216,23,15,13,16,29,15,24,16,19,20,16,10
_M0JL-xb1IJucN7dQi7IPQ,916,208,58,123,59,149,76,43,59,45,32,64,0
_PcRyvbZmVQvlS5uORDGVA,266,10,20,28,28,26,25,32,46,16,22,10,3
_QmUKLiLynDktbtwV_vQXw,1515,109,129,125,107,97,83,95,143,142,185,209,91
_XN-GwzZwAyIqLKJsl2htg,456,43,35,38,36,42,57,40,39,38,27,44,17
_Xzz-PChcdJ1862CK6dRyw,305,33,28,44,38,41,34,17,24,13,19,13,1
_e5KDltp_0XNkylTYR1V2w,285,32,30,24,20,24,25,28,25,22,24,23,8
_iEl9sCLsvXEFHUWPvgsAg,239,20,34,26,22,13,17,10,17,23,23,22,12
_j2EtQtgLuXGRBfbM5YwZA,260,24,23,18,21,21,20,24,27,29,10,35,8
_kCjd-nD4lNXL2oGn-JhZA,241,26,30,28,26,19,24,17,24,14,15,12,6
_n0B8mRTWP6ZfX8npDGEqw,1025,0,0,0,0,0,0,0,59,212,280,389,85
_xAJZOKBMPOe47p1MphB2w,258,15,16,17,18,24,22,41,27,40,13,22,3
_zgO9FfigbH4qDRVsHoIAA,566,0,0,0,6,303,240,6,2,2,5,2,0
a0v7Si0DK4cIko7AQY4YXg,1095,110,93,87,73,92,101,98,112,100,99,96,34
a1Pf4wSob48LKqimWzmyGw,342,33,36,38,23,36,23,26,24,42,27,29,5
a4L-Fy0agN3RNM7O49bIHA,240,22,30,21,15,22,22,19,33,20,15,17,4
a7w1N9TULg95lnc3HLY0qg,259,0,5,77,66,35,31,23,12,9,1,0,0
a9k9MQrr5KFyMD7_Lnwrhw,1184,119,90,125,119,89,104,98,108,99,98,92,43
aAYuuyFcYKv_J_d4GjGNcA,386,0,0,0,0,44,58,62,44,55,46,50,27
aD0EslPREWGDlSpD0RMlEg,306,36,21,32,23,29,18,27,40,25,24,23,8
aIEfjonMB3daXlPDYTaucA,227,23,24,28,21,23,25,18,17,17,13,12,6
aRngE8bFUhtHs3INz_QMmA,548,54,40,54,53,50,52,47,54,37,39,52,16
aUCJt0FluWAxkOd8s7TkWQ,205,17,11,20,17,17,18,23,31,16,7,19,9
agGJSdMTRrkA6VrYMbC-SQ,528,31,43,34,34,42,57,57,60,61,44,42,23
ahSFUPojs9X3-1jP-QPb-w,261,21,15,33,21,18,31,18,16,20,16,35,17
aiX_WP7NKPTdF9CfI-M-wg,507,62,47,67,46,52,41,27,36,32,38,43,16
ajoqEHnCZTD8-8GqGLq9-Q,932,78,50,71,67,88,83,93,94,82,98,96,32
amMfQ5xzAbDzjO8I0xK3og,207,31,25,40,25,29,25,9,7,7,4,5,0
amNromvj2O7OAYYrlDEUcQ,302,22,26,32,28,29,22,29,30,24,29,22,9
aqMfCbFNeWn1a4Evds83fg,238,20,21,36,29,17,18,21,14,20,22,16,4
atL7NwXDnhOknV-mmQR3Mg,298,0,0,3,52,60,55,43,53,20,9,3,0
auTNigMttjBBTj1MNxOeFQ,226,29,15,17,19,19,32,15,30,18,11,14,7
awI4hHMfa7H0Xf0-ChU5hg,759,65,63,60,73,72,57,81,65,65,58,74,26
ayOJSIl-P16HZAQBcQfUyQ,401,34,27,33,50,29,40,33,29,39,35,40,12
b-RSw4G3HJvGfwvRLzuLPw,269,19,25,27,26,20,19,26,31,17,26,27,6
b0y8ZQ77O1rNhuuQZ9jPig,291,15,21,30,30,37,18,29,23,28,25,27,8
bAMX1SCQyv09oYOtEYKVjw,206,0,0,4,39,31,20,23,25,22,18,20,4
bCh7vrbbxSKx0mtZnOvQoQ,254,22,9,18,22,25,34,24,32,23,21,16,8
bFaFb7wu7swOp5qD8lNMog,412,36,39,49,24,44,23,34,43,39,28,43,10
bI9_dtXS9qN0Gmi7YbRm5g,280,16,27,32,32,21,21,31,24,29,21,22,4
bKKVa2WXYnMTtiUPd3sV7Q,248,17,20,34,19,29,21,28,25,19,15,16,5
bMIVYOyr0pOYHUDNsmSDwg,381,37,34,63,29,33,43,34,32,22,19,27,8
bQTNlBX5tKtJ-t9WpMw0yQ,256,32,23,24,24,21,25,22,13,17,26,24,5
bRR4gsjHv0F_RnRGjQBqlg,475,36,28,48,62,50,52,55,42,46,25,21,10
bVyUa0O4U-c4b3b3U7ojoA,247,30,25,26,17,19,20,16,28,20,18,18,10
bZs7FJ7fHIJxVecfp1qvug,312,37,30,22,20,40,23,29,26,25,28,22,10
beuVp5CZxCdNvQIIPBS2rw,442,57,37,31,28,42,25,36,36,38,39,57,16
bjJcDCx5uMUr89nxBdGizw,250,21,21,28,21,17,22,24,24,24,15,26,7
bpRo8L8dkhgbJhdIKa9mwA,250,18,22,24,20,17,24,15,20,23,34,24,9
bs0PLtVoePk0UFwEWOCH5A,212,24,18,32,17,13,32,12,20,11,8,18,7
bsrj9_hFAql3dlSf244zpg,390,21,29,36,32,37,49,39,43,29,32,32,11
bvow46stEejfxnnqEKTAyQ,287,25,24,16,29,18,20,28,25,18,15,45,24
byWNAuUrvmGTLkbJpXe4iA,250,20,17,14,16,32,54,21,26,17,14,15,4
c-XrdIR2Ubxp2uo7lvtkLg,343,47,26,32,40,28,30,39,38,29,14,15,5
c06xDgPtZDKsI-w0Z_eujg,940,80,101,103,81,72,102,84,96,60,64,72,25
c8_KYRnm6UgoasyTemhX1w,231,4,8,6,7,18,44,44,63,14,11,8,4
cA3758wmDHz5nK05WY98dg,212,24,20,23,22,16,21,13,14,23,7,17,12
cHdJXLlKNWixBXpDwEGb_A,225,26,28,20,18,20,19,15,17,11,26,19,6
cJWbbvGmyhFiBpG_5hf5LA,928,104,66,92,90,67,70,57,82,91,81,75,53
cMAv53bpH7b32IYgQwCXLA,621,55,64,88,73,90,90,60,52,17,16,14,2
cMHEWGbGdGy1WkThoh6oXA,351,52,48,42,17,38,29,23,20,15,32,24,11
cRBIvRyynPBjDi2y49PV6g,304,8,4,18,32,21,15,42,41,39,30,40,14
cTJjTKz2huGZ-ElScC2pSw,312,42,27,43,33,26,25,18,34,30,15,15,4
cTPdZ9Va0HCLESf5gNnXwA,513,32,45,43,43,31,46,59,65,54,32,57,6
cTZmf7B-4yciMc1WKiCVOA,219,20,24,33,17,16,22,13,17,16,26,10,5
cWPTOM_o5toaXpq0gNxD7Q,212,8,14,19,17,25,21,26,28,14,23,16,1
cYlBEKmLkVXFtGWmtB4G4A,454,0,0,0,0,15,58,80,122,77,41,53,8
caKRXynM5bY922pGtQhvfQ,238,67,70,17,13,19,6,6,11,8,8,7,6
ccGIAOl08zHt2lcn_UxPfw,377,21,27,32,31,32,33,39,33,47,43,21,18
cePE3rCuUOVSCCAHSjWxoQ,746,35,44,56,60,81,73,103,70,67,76,58,23
ckbDWYPT8TP7etP0WHU2Yg,369,29,35,28,30,39,31,30,27,39,50,24,7
cn6Lguvd8T2pWq4-WNLHpQ,246,26,24,14,17,23,23,23,18,18,27,25,8
cr84hpeFeas6N6VGV7Iu3A,226,16,13,22,19,22,22,24,16,20,22,23,7
crstB-H5rOfbXhV8pX0e6g,222,14,11,17,21,20,21,21,26,26,20,21,4
cxlxJpw_vTzw7bXJq6Dbsg,419,31,60,36,67,43,42,17,34,17,29,29,14
cydcL6db_BPfT1T9uKO7vA,221,17,20,20,18,21,21,28,15,21,17,17,6
cykzJbkgweJvZsvkrHMR7g,228,28,22,19,21,32,24,19,16,15,15,15,2
d10IxZPirVJlOSpdRZJczA,265,33,19,25,27,38,19,23,17,27,13,14,10
d5iYEeESOPLjr7cugpJVuw,383,3,14,29,25,32,52,57,52,31,40,34,14
d8QdPn1vD8C7n5RORyk9nA,3315,324,268,310,300,302,267,284,309,300,282,252,117
d8WZtx4dZUvT9Sg9NXGb3Q,240,15,15,13,25,16,17,34,30,26,27,15,7
dEi4_bO8ydNHgcRNKV8q6g,300,33,40,33,35,9,32,7,21,17,29,30,14
dFArFtgDj1rIahUDHU8L7Q,548,73,53,58,40,54,41,41,26,38,47,59,18
dKdApYVFDSNYsNOso6NYlA,431,31,33,44,31,33,37,49,29,39,40,51,14
dLc1d1zwd1Teu2QED5TmlA,281,16,24,32,22,30,25,23,34,19,26,24,6
dNr7VKRti8dXWE-jzfVBtQ,208,15,24,35,25,25,11,12,13,12,18,15,3
dQOnVrU5O0tSY5ZS8t3ScA,227,0,0,0,0,0,0,0,65,35,74,42,11
dQnUXBUMbjLLvF8OEXAmgw,364,0,0,13,41,54,44,58,35,40,35,30,14
dQtAC58AB8qpiDPs3FAoWQ,210,29,23,21,20,24,13,17,19,16,13,12,3
dTqKpbaiUgEd4rPSzKuWqQ,236,12,6,13,6,5,11,23,56,32,35,28,9
dVp1llwjZUmhCF4pNsJnQg,297,23,17,40,23,23,31,31,22,24,30,28,5
dWk0mbhj79pK3WBp5oLtpw,226,21,17,43,18,14,20,13,19,15,19,22,5
d_L-rfS1vT3JMzgCUGtiow,437,53,30,42,43,31,37,42,55,23,23,35,23
dbLAhlo4ubzaEwrx8Sy9FA,496,0,0,0,32,89,83,85,57,54,41,45,10
dciKn2Otp8nAMi4AurPjsg,1242,92,107,124,114,134,123,129,122,80,99,90,28
diaiQrxYFU1V5qxrFnW9fg,264,26,18,27,30,25,26,11,23,20,24,20,14
dl6mrYTQQoj03Im_Nntixw,237,32,15,18,18,14,31,25,25,21,14,17,7
dlpVK3a2Xfn6jtq5-soAfw,232,32,11,15,18,13,12,19,26,25,27,29,5
dxeu5YQIzw0jOp1cSVkimg,1464,132,101,133,108,177,181,150,129,99,81,118,55
e13SEvJud_vgeDR_doL4sQ,642,65,48,52,45,56,47,48,87,48,42,51,53
e3PBfbtXUjMziX6XGsOMoA,6415,490,401,519,460,604,594,652,584,619,637,614,241
e4NQLZynhSmvwl38hC4m-A,386,56,53,40,50,28,28,38,20,22,22,24,5
e6d50rwRTU-fONeSBJmOHQ,375,30,46,70,61,60,37,25,45,0,0,1,0
e6ls6aHFa75xKEZUQUu1QQ,378,15,0,0,40,76,45,40,34,38,25,42,23
e9XoOv-j4ceTVN9seUckPA,334,36,20,27,24,32,36,27,37,30,27,32,6
eAc9Vd6loOgRQolMXQt6FA,1200,85,96,109,127,100,97,139,122,114,84,89,38
eD-XLSo-j8uIoTnIlrG8YA,338,13,17,26,39,37,35,25,42,38,33,25,8
eEnNw3_hBvxcFHyr23kAuA,446,60,33,50,50,36,31,24,43,41,31,30,17
eFcpMAgG5OLzgElmnO2DUQ,206,17,15,22,14,49,17,14,22,16,9,6,5
eJKnymd0BywNPrJw1IuXVw,2471,189,159,232,182,234,227,209,263,237,214,245,80
eJNHwNoCk_hZbK8AeHDZ9g,374,18,22,36,39,34,45,38,45,32,28,21,16
eLFfWcdb7VkqNyTONksHiQ,281,30,28,28,24,29,26,28,24,22,18,17,7
eLenANu7PBUd_gAmoBzDvw,247,28,31,36,28,25,23,18,17,13,14,10,4
eR7Iw_X54m3YLWkXp9y35Q,471,39,46,52,28,37,49,50,41,44,37,35,13
eRlyQbR4Wn7F6JH5dVs4Qg,278,21,20,15,15,21,22,25,25,27,42,28,17
eUuKXhloFVHdQsLdodcLbw,284,22,18,20,23,17,26,26,26,40,23,34,9
eYJcI9cI6-kJ2NQpYdHcLw,247,15,12,24,15,28,25,19,28,28,19,28,6
eZcCFV-8X91ZSnmB9807bw,233,22,21,22,17,27,19,30,21,15,21,14,4
eaNenRk_liZBERFFLCXqqQ,417,35,38,45,41,36,39,42,35,36,29,31,10
ebEP_MZngIWKH0Ixobcqhg,225,14,11,24,8,21,19,30,20,23,27,20,8
ebTvBxSStI9Vf5Tpux_X3Q,593,63,43,68,56,50,46,52,52,48,48,53,14
eh127ASMZstrELE0K0XADw,259,27,23,25,21,16,22,17,29,28,18,26,7
evdJO0v9rvVixieNEnaeJg,343,38,23,28,35,50,35,28,29,22,27,13,15
eyaziRm7HOrtkkrQys_ERg,272,19,34,31,42,21,23,20,19,12,19,24,8
eygcJ6o3elw-IgiYhml7lQ,327,14,31,47,39,37,35,41,41,16,14,9,3
f1ZKauu7dCB6iplmKqplAQ,533,49,49,54,38,50,48,55,63,33,36,45,13
f4x1YBxkLrZg652xt2KR5g,1235,87,115,119,99,108,110,131,121,105,99,110,31
f5vPST6MUH2Dy3Arxg3f8A,496,20,15,30,65,63,37,59,52,40,52,38,25
f8IMQgRwo-8GP372MElDGQ,201,12,17,21,22,18,25,14,16,21,23,8,4
fAlKTsfsUF6A5iujEI2Z1w,464,17,26,31,53,39,53,66,48,47,25,37,22
fHM09_y3QX3n4a_bIFbk_w,337,30,14,27,26,45,33,39,30,28,28,25,12
fL-b760btOaGa85OJ9ut3w,375,33,35,42,34,53,30,40,37,22,19,23,7
fMDVw5GLRa4Is_qH-27Pdg,258,1,14,19,20,35,38,25,52,17,9,21,7
fOnpoMXToa5Qiyg95E6ENg,317,19,34,30,32,33,38,24,27,32,23,17,8
fQt4D34vcJNtEf8Q4zte3w,204,18,15,22,14,8,29,21,16,21,12,18,10
fQt9QVAZM9PM0wFDdROvWw,242,22,24,32,28,19,20,25,14,15,11,24,8
fT6Uwl6abRQfiNgxre_qbg,232,21,30,22,15,20,10,19,23,17,16,33,6
fZM_o3kKZ9mR-1pvBeow8A,274,28,30,28,30,37,22,27,12,12,17,21,10
faPVqws-x-5k2CQKDNtHxw,1214,94,100,134,111,112,115,127,113,92,78,93,45
fbyYmI6VkWFBhYTreIqyTQ,286,42,33,48,36,33,32,20,13,11,10,6,2
fhoFsFK6TqJOEo30LtXeDA,481,51,29,46,32,49,57,58,59,32,20,33,15
fobFqG-4X6XhDsuW7rb85w,633,0,0,0,0,0,18,122,122,64,161,123,23
fuW-VCynECpKukrm-9nxdg,743,110,99,118,90,52,24,41,76,44,34,44,11
fzrLcoVywMhMc_vjEigaDg,205,8,18,21,9,29,20,23,25,20,13,15,4
g-Sa8wjQirDxAUszz9VeBA,278,0,0,0,0,0,0,57,38,70,51,46,16
g-ZseseezHTpF5eMfLrLgQ,522,54,59,63,53,40,50,46,35,35,31,45,11
g3t2AQQVT2tWD64Huu7xVA,203,9,8,13,24,20,15,34,26,17,17,16,4
g83WbX_recywc4DEIZ-xug,273,11,23,19,32,27,25,26,10,11,33,47,9
g8OnV26ywJlZpezdBnOWUQ,275,16,28,33,18,22,32,35,18,28,21,18,6
gEeEpUAXI36N57nvCYJMxg,396,27,40,33,36,32,31,48,55,33,26,25,10
gG9z6zr_49LocyCTvSFg0w,260,28,19,25,19,19,21,27,27,20,27,21,7
gHq85iAANw1eIOVzkzRrpg,313,33,33,27,24,32,16,31,31,24,28,28,6
gOOfBSBZlffCkQ7dr7cpdw,324,20,37,39,33,25,23,33,21,28,26,31,8
gQMAcDm8kv8ev7x2BshMwg,240,39,6,23,35,15,19,9,22,22,11,34,5
gRCEObNuHtI61xR32ytqNQ,386,22,20,38,41,27,49,36,51,35,25,35,7
gTw6PENNGl68ZPUpYWP50A,316,49,40,37,19,25,28,23,28,19,19,23,6
gYA0AUARM_VCjJ-SkxMfeQ,231,11,19,25,13,11,12,23,17,32,18,37,13
gZDFzZor5yKbYuosvGa9oQ,228,26,11,21,17,21,20,14,19,22,36,16,5
g_hUpwFOuGky2mpySTpY6w,262,18,27,39,16,19,20,14,30,26,14,29,10
gcouHCQrswvakJ6xSEKtFQ,229,14,29,21,20,28,19,15,23,21,22,12,5
ghVhlFpNhfBwWDFGSlt2JA,1092,60,34,40,41,65,125,379,194,52,48,38,16
gjzQoi1AkRxYRl8-dFGGPQ,330,28,26,28,29,30,30,32,36,23,30,32,6
gkxcnkbrQfEWqyiOah0yoA,499,45,50,41,49,59,46,51,43,40,32,32,11
gldPX9ANF5Nic0N7igu2og,263,19,17,31,22,37,26,28,17,25,22,13,6
gn9cc6-VLuCClqkWCtNcpg,213,31,18,33,15,18,17,11,20,18,14,14,4
gqcJHVFCPeBRGnDf8bFzMw,1119,66,98,97,61,99,141,120,153,92,83,76,33
gqdqnFg2lYeSyS20q2ZK_Q,366,18,20,23,27,31,44,42,45,34,36,31,15
gx2yPrOJSwF1ApJYdGBWIw,703,55,54,82,50,77,47,52,79,68,65,53,21
gy-HBIeJGlQHs4RRYDLuHw,1127,85,97,93,108,114,127,91,95,90,89,97,41
h1OTWrVU86Wr6se-50OVMw,286,39,133,91,23,0,0,0,0,0,0,0,0
h5a8aJ_Pd71JzUGFA-IaAg,272,22,26,21,22,22,18,24,25,43,25,17,7
h7s4MRVvB726jWHCHiQ9kw,328,26,32,34,29,47,24,24,32,26,13,23,18
h8mj8eJs-i3dGDuUlYrLLQ,387,46,39,19,44,72,35,19,20,35,20,20,18
hBROX8RGSUYXDJAF97OV_A,278,22,25,38,26,25,23,17,25,25,25,16,11
hF1lFkVkhX55fZsy0Zj7Xg,246,2,8,27,24,35,47,29,38,13,15,5,3
hIUKufhwR6Ifn7bi0-phLA,203,17,15,24,14,17,17,23,18,22,17,13,6
hRL_qCrcu9UL773su0QabQ,313,34,20,18,18,20,16,18,7,9,20,88,45
hSFJ862tufLuwQxvSqehqQ,245,0,8,22,22,27,21,26,33,24,23,33,6
hZAxcfDnLOkFY6G5ofI2RQ,243,29,36,25,31,21,14,8,23,12,26,16,2
