,business_id,total_checkin,01,02,03,04,05,06,07,08,09,10,11,12,Name,City,State,Category,Rating,Review Count
330,HGtJeZ5ifqRwknvsBlB8fQ,240,0,0,0,0,0,0,1,47,67,44,64,17,Tocayo Taqueria & Tequila,Pittsburgh,PA, tacos,4.5,138.0
331,HUMumae_0P9taTSQTZcpZw,297,27,28,42,21,22,18,21,36,24,29,17,12,Tacos Tijuana,Glendale,AZ, tacos,4.0,335.0
332,HYTqzvqIG9ehLKQWVKCp4w,524,54,38,23,36,47,57,80,64,33,45,34,13,Massage Envy - Henderson - Galleria,Henderson,NV, massage massage_therapy skincare,4.0,148.0
333,HaNUXh5nYR0r7FrbFJSHXw,203,8,5,11,32,27,21,24,17,14,21,16,7,Whole Foods Market,Phoenix,AZ, grocery,3.5,358.0
334,Hcg-t9QhHvTeSxnvzMtrtw,1739,147,131,97,151,176,196,188,199,168,125,116,45,Meet Fresh,Las Vegas,NV, desserts shavedice bubbletea,4.0,363.0
335,HhVmDybpU7L50Kb5A0jXTg,469,44,48,41,50,51,45,36,30,31,47,33,13,Guy Fieri's Vegas Kitchen - Temporarily Closed,Las Vegas,NV, tradamerican breakfast_brunch burgers,3.5,3875.0
336,HhcBx0LSDkxRBKMkvkwSoA,225,17,26,27,21,35,23,21,19,12,4,16,4,Deejai  Noodle Bar,Charlotte,NC, thai noodles cocktailbars,4.0,243.0
337,HhuxirIJCNsDcIA27QXUVA,418,45,71,75,88,58,43,8,10,7,7,6,0,Gyu-Kaku Japanese BBQ,North York,ON, japanese bbq asianfusion,4.0,80.0
338,HiEbnAhTv_EKlqqGWr0vVw,324,30,31,41,34,23,23,27,34,23,31,25,2,Lindstrom Family Auto Wash,Phoenix,AZ, carwash auto_detailing,4.0,255.0
339,HmsCerK_rub0Ulo0aC0f9A,213,19,20,22,29,23,17,14,14,19,18,15,3,Hanabi Sushi and Rolls,Las Vegas,NV, sushi ramen,4.5,634.0
340,Hsn3CYnTsrQ2nJzTKefDQA,296,30,34,28,18,19,23,26,21,29,32,20,16,Pho Saigon 8,Las Vegas,NV, vietnamese sandwiches coffee,4.0,288.0
341,Hx6HNJfEGgllQ3-dyoNDbA,348,21,32,33,29,24,47,28,30,25,37,35,7,Twin Peaks,Concord,NC, sportsbars tradamerican newamerican,3.5,297.0
342,I-5qHCVwT7k_KH67-YOx3A,232,30,20,33,12,23,13,19,17,21,20,19,5,The Cheesecake Factory,Henderson,NV, tradamerican desserts,3.5,786.0
343,I1gRYCt2exnOMsTr-lEJVA,214,10,13,27,40,20,18,14,23,18,13,12,6,Squeeze In,Las Vegas,NV, tradamerican breakfast_brunch,4.5,533.0
344,I6EDDi4-Eq_XlFghcDCUhw,448,25,34,46,42,53,31,46,46,36,29,39,21,Joes Seafood Prime Steak & Stone Crab,Las Vegas,NV, seafood steak wine_bars,4.5,2884.0
345,I6ICIIZfZsp_J9hHmfhWhQ,1071,76,66,70,96,100,111,90,83,99,109,124,47,Las Vegas Strip,Las Vegas,NV, localflavor,4.0,278.0
346,IB8zLlGraOg9LU7qQVLPyg,603,60,50,58,39,55,56,51,52,55,46,51,30,Fashion Show,Las Vegas,NV, shoppingcenters,4.0,795.0
347,ICFYlS9nwsoAyaiRXMu9tQ,334,23,24,39,24,52,38,38,42,21,13,17,3,Fuwa Fuwa Japanese Pancakes,Toronto,ON, desserts coffee breakfast_brunch,4.0,346.0
348,ICWRXA2TXYYoAfLibm7Myw,273,0,0,0,0,0,0,0,0,29,134,89,21,Tim Ho Wan,Las Vegas,NV, dimsum asianfusion,3.5,261.0
349,ICdoTODBaprN0UReete9VQ,621,46,36,73,47,59,62,58,67,57,44,58,14,Big B's Texas BBQ,Henderson,NV, bbq salad sandwiches,4.5,1178.0
350,IGs9SsR-ZjhszZuArhttLQ,362,31,44,54,31,44,31,21,42,24,26,14,0,Fat Head's Brewery,Middleburg Heights,OH, breweries beertours,4.0,305.0
351,IJUCRd5v-XLkcGrKjb8IfA,229,14,21,17,11,20,17,22,21,40,27,13,6,168 Market,Las Vegas,NV, intlgrocery,3.5,237.0
352,IMLrj2klosTFvPRLv56cng,290,29,22,27,21,34,25,17,26,26,24,27,12,Honey Salt,Las Vegas,NV, newamerican,4.0,1880.0
353,IS_IWMsFRJii__17LsP1Og,263,21,19,26,10,32,25,20,20,33,28,23,6,Gata Thai Cuisine,Henderson,NV, thai,4.0,324.0
355,IWKtGvVg4hqc9rWHjW8KoA,689,61,65,50,70,60,48,72,66,46,59,68,24,M Resort Spa Casino,Henderson,NV, hotels casinos healthretreats,4.0,1275.0
356,IWN2heYitkg-D4UdqfxcMA,853,69,52,108,71,88,91,83,90,60,53,63,25,HEXX kitchen + bar,Las Vegas,NV, cocktailbars breakfast_brunch steak,4.0,3482.0
358,IZivKqtHyz4-ts8KsnvMrA,3829,420,332,332,338,378,307,326,324,327,305,317,123,Kung Fu Tea,Las Vegas,NV, bubbletea coffee juicebars,4.5,1400.0
359,I_a74zmgR-X03LsKISWPcg,215,14,13,13,21,18,27,22,27,19,14,19,8,Snoh Ice Shavery,Phoenix,AZ, shavedice desserts bubbletea,4.5,717.0
360,Ia1JlEo7UUyZtmqRe1K1Pw,272,38,23,28,25,15,24,13,11,33,30,26,6,Makers & Finders,Las Vegas,NV, coffee latin breakfast_brunch,4.0,493.0
361,IhNASEZ3XnBHmuuVnWdIwA,2473,219,184,256,209,242,202,234,229,229,215,182,72,Brew Tea Bar,Las Vegas,NV, tea bubbletea desserts,5.0,1902.0
362,Ij6Q806LeOvFt3XWVpJ9sg,613,52,33,64,50,67,50,51,70,48,45,62,21,Jin Shabu,Chandler,AZ, japanese hotpot,4.0,234.0
363,Iq7NqQD-sESu3vr9iEGuTA,632,46,50,71,60,57,60,52,58,58,52,52,16,Butters Pancakes & Café,Scottsdale,AZ, cafes breakfast_brunch tradamerican,4.5,1796.0
364,IsoLzudHC50oJLiEWpwV-w,301,29,24,30,30,30,24,17,26,31,26,31,3,Chelsea's Kitchen,Phoenix,AZ, newamerican,4.0,1581.0
365,ItqPtxnayraXSlBS0EMOgg,380,46,25,41,40,29,9,33,30,50,29,30,18,MTO Café,Las Vegas,NV, breakfast_brunch cafes comfortfood,4.5,1210.0
366,IuSx68tb7iZa-aAeknXp8A,479,22,14,16,13,38,89,68,57,45,52,48,17,Outback Steakhouse,Las Vegas,NV, steak,3.5,289.0
367,Iv5uLuPULugH4YG3nyNBcw,289,16,15,15,25,30,25,29,41,44,30,15,4,Dane County Regional Airport,Madison,WI, airports,4.0,214.0
368,IzHfj2uahaUaMw9VD0VEEg,202,11,6,7,14,23,21,24,26,29,16,20,5,Park Theater - Temporarily Closed,Las Vegas,NV, theater,4.0,170.0
369,J07TDs6qnTIaxm48EL1cKQ,281,25,29,34,23,20,14,26,26,21,28,24,11,Hula's Modern Tiki,Phoenix,AZ, hawaiian caribbean tikibars,4.0,1257.0
370,J2WGpC43MJDKxPRAcWx-tA,421,52,48,36,45,29,41,24,32,35,40,29,10,Arizona State University Tempe Campus,Tempe,AZ, collegeuniv,3.0,117.0
372,J4jxIxv_vgmWHCajos_B8w,209,2,8,26,25,26,20,20,30,21,23,5,3,Taza A Lebanese Grill,Cleveland,OH, mediterranean mideastern,4.5,361.0
373,J7KlrDFrriWoRkIUVNRPbg,278,10,17,14,14,33,59,38,27,33,15,11,7,Tacos N' Ritas,Las Vegas,NV, bars hotdogs tacos,3.5,203.0
374,JAmQCmczUclNUfZjkNdjQA,661,52,44,85,49,57,60,63,47,52,71,59,22,High Roller - Temporarily Closed,Las Vegas,NV, amusementparks,4.0,2049.0
375,JBAkpL5KCK2tyomhAL6DHg,213,24,25,11,24,20,10,22,13,27,11,16,10,Tekka Bar: Handroll & Sake,Las Vegas,NV, sushi japanese,4.0,177.0
376,JCWVuG4B4hvYoRg3EHA88w,975,0,0,0,0,172,171,323,171,65,50,18,5,Zero Degrees,Summerlin,NV, bubbletea hotdogs coffee,4.0,161.0
377,JDZ6_yycNQFTpUZzLIKHUg,670,92,43,75,51,67,38,71,66,64,50,41,12,El Dorado Cantina - Las Vegas Strip,Las Vegas,NV, mexican bars latin,4.5,4088.0
378,JIETwXSEGIHMNyxZVEnNKQ,318,30,23,32,46,46,21,31,17,14,21,28,9,Original ChopShop,Scottsdale,AZ, newamerican breakfast_brunch salad,4.0,918.0
379,JJAwT9R6Fp2yyWHtWFA8uQ,438,21,18,11,22,15,19,14,27,104,79,68,40,Sushi Way,Las Vegas,NV, sushi izakaya,4.5,1269.0
380,JPW2qpwVg7vS3EvWkGS4rg,292,9,1,8,8,6,31,34,57,31,52,48,7,Bakn,Carnegie,PA, breakfast_brunch burgers,4.0,479.0
381,JPfi__QJAaRzmfh5aOyFEw,1375,111,123,111,112,132,107,138,115,107,131,129,59,Shang Artisan Noodle,Las Vegas,NV, noodles chinese,4.5,1972.0
382,JRh14J_be0jl7Wbt412vDA,237,17,11,28,20,25,31,22,18,18,22,14,11,Oscar's Steakhouse,Las Vegas,NV, steak cocktailbars,4.0,680.0
383,JTl1nXrukJTScI0Uz0x2Fg,224,20,14,24,20,15,41,15,20,15,19,16,5,Wren House Brewing,Phoenix,AZ, breweries,4.5,293.0
384,JWjL6WTeEIdGN0vOGNO9pQ,258,17,20,16,22,34,24,26,7,26,34,21,11,Glai Baan,Phoenix,AZ, thai,4.5,503.0
385,JY9MHa3PdjIYp_D7E4GAIw,202,21,23,25,24,22,25,23,15,6,7,8,3,Wow Wow Hawaiian Lemonade,Scottsdale,AZ, juicebars vegetarian coffee,4.5,225.0
386,Ja4stXdNYr39u5CZHMNtjw,297,26,26,32,26,32,20,26,25,19,25,31,9,Cien Agaves Tacos & Tequila - Old Town Scottsdale,Scottsdale,AZ, mexican venues cocktailbars,4.0,982.0
387,JkzHSjtQpLdp12gPcErNJA,317,0,0,0,0,0,0,13,100,36,70,69,29,The Camp Transformation Center - Las Vegas East,Las Vegas,NV, gyms weightlosscenters healthtrainers,5.0,9.0
389,JpgVl3d20CMRNjf1DVnzGA,310,20,25,40,33,28,25,25,31,23,22,26,12,Pampas Las Vegas,Las Vegas,NV, brazilian steak seafood,3.0,3220.0
390,Jt28TYWanzKrJYYr0Tf1MQ,232,14,19,17,31,24,21,28,26,12,25,9,6,Cabo Wabo Cantina,Las Vegas,NV, mexican bars breakfast_brunch,3.5,1523.0
391,Jur1iiejUFw_YCkfDfy1gQ,350,36,43,35,23,32,27,27,33,30,24,30,10,Orchids Garden Chinese Restaurant,Las Vegas,NV, dimsum,3.5,1022.0
392,JyxHvtj-syke7m9rbza7mA,339,32,28,36,34,28,32,32,33,20,33,23,8,Sushi House Goyemon,Las Vegas,NV, japanese sushi,3.5,1930.0
393,JzOp695tclcNCNMuBl7oxA,607,63,62,81,54,45,58,42,48,44,42,48,20,Four Peaks Brewing,Tempe,AZ, brewpubs,4.5,2444.0
394,K-uQkfSUTwu5LIwPB4b_vg,287,21,36,29,22,42,24,27,20,17,20,25,4,The Mission Old Town,Scottsdale,AZ, latin mexican bars,4.0,2258.0
395,K0tJr5ndZdoTDi_1-tkErg,202,28,16,18,16,19,22,19,21,10,16,10,7,i-Tea,Tempe,AZ, bubbletea juicebars,4.5,157.0
396,K1rAToLggkTvjRz46IU-Tg,220,20,17,15,9,32,28,32,16,13,17,18,3,AMC Dine-In Desert Ridge 18,Phoenix,AZ, movietheaters,2.5,249.0
397,K2_zfa7cKbg5klHJYqoWnw,221,17,26,20,15,16,24,21,27,24,14,14,3,Hot N Juicy Crawfish,Las Vegas,NV, seafood cajun,4.0,693.0
398,K4cpZcZVHxc13y0ekvDhFQ,245,13,33,23,20,23,18,14,17,23,17,31,13,Target,Las Vegas,NV, deptstores furniture electronics,3.5,154.0
399,K7lWdNUhCbcnEvI0NhGewg,1054,83,82,99,81,91,70,89,103,105,103,109,39,Wicked Spoon,Las Vegas,NV, buffets breakfast_brunch,3.5,7512.0
400,K9ZfCdW2KzvX-OAk33lvYw,336,40,47,53,37,42,45,21,12,11,13,9,6,Esporta Fitness,Chandler,AZ, gyms healthtrainers yoga,2.5,119.0
401,KAntBJ1ougj5TtbIu0ITBw,291,52,22,15,13,21,24,27,32,34,27,20,4,Pokeatery,Charlotte,NC, poke hawaiian sushi,4.5,97.0
402,KBCNCq8Ecc8cdrMLgPM81g,323,18,23,25,34,36,29,30,38,30,30,17,13,Smog Busters,Las Vegas,NV, smog_check_stations,5.0,112.0
403,KBekuQpryoE5PEOza7-dYA,561,45,192,178,85,34,4,18,0,0,0,5,0,The Camp Transformation Center Highland Heights,Highland Heights,OH, bootcamps weightlosscenters healthtrainers,3.0,4.0
404,KMjpXsJFNiqE18orsi4stQ,622,37,31,39,31,43,71,67,77,84,79,43,20,YYC Calgary International Airport,Calgary,AB, airports,3.5,343.0
405,KW7gFEaN6SyxwsRRz-4IMg,208,11,23,25,9,19,29,31,30,16,9,5,1,The Range 702,Las Vegas,NV, gun_ranges guns_and_ammo,4.5,644.0
406,KW9RNyBPmc77f9FsO92qYw,320,22,18,24,21,35,32,38,25,30,29,33,13,Mountainside Fitness,Phoenix,AZ, gyms healthtrainers yoga,3.5,105.0
407,Ka00H3EHLLiPNpMj1V4Hcw,307,30,27,41,30,28,35,22,22,21,18,25,8,The LINQ Promenade - Temporarily Closed,Las Vegas,NV, shoppingcenters,4.0,359.0
408,Kbbm6Vd5UdbP10dwjBghRw,241,27,22,18,24,28,16,18,21,18,20,21,8,In-N-Out Burger,Las Vegas,NV, burgers hotdogs,4.0,372.0
409,Ki8seQY5mtXc36xjoMfeDA,382,34,29,40,40,33,41,47,29,31,20,26,12,Flour & Barley,Las Vegas,NV, pizza italian gastropubs,3.5,729.0
410,KkyapUqFbHMwIXuFVGvbNg,994,116,170,135,134,272,62,33,21,5,21,13,12,The Camp Tranformation Center - Arcadia,Phoenix,AZ, weightlosscenters bootcamps healthtrainers,4.5,11.0
411,KpEgsQz0eCQfL7kfkZ8QeA,284,18,17,49,33,35,20,23,20,18,26,18,7,Mother Falafel,Las Vegas,NV, falafel mideastern,4.5,174.0
412,Kr2EJ05h5BXHlytYBgShGw,230,14,21,22,28,26,16,25,28,14,15,16,5,The Porch,Phoenix,AZ, sportsbars gastropubs cocktailbars,4.0,550.0
413,KwQbwepLHtqHmWkyuD6xUQ,243,22,17,24,20,25,25,28,19,18,16,25,4,New York Bagels N' Bialys - SkySong,Scottsdale,AZ, breakfast_brunch bagels desserts,4.0,129.0
414,L1-1P3acJc4gEFvWwjXcNQ,255,23,25,26,18,33,30,21,26,19,18,13,3,Meráki Greek Grill,Las Vegas,NV, greek mediterranean,4.5,707.0
415,L16ly2UGc9j4qO3Id8Gx3A,363,42,27,33,30,40,25,37,36,29,24,28,12,Chef Kennys Asian Vegan Restaurant,Las Vegas,NV, vegan chinese sushi,4.5,600.0
416,L2W0QLXIIR5MEmhQwZk-iA,220,14,21,27,14,22,22,22,25,10,20,15,8,Hot N Juicy Crawfish,Las Vegas,NV, cajun seafood,4.0,466.0
417,L2p0vO3fsS2LC6hhQo3CzA,292,27,26,35,24,28,19,27,22,25,19,22,18,Matt's Big Breakfast,Phoenix,AZ, breakfast_brunch salad tradamerican,4.0,2081.0
418,L5y4EN1J6Gs-J4U36oyHxg,210,7,13,29,19,17,22,26,26,21,15,9,6,LV Nails & Spa 2,Las Vegas,NV, hairremoval othersalons eyelashservice,4.5,198.0
419,L6RPVyCzqSmoazqtGhPa9w,1080,112,112,107,109,95,89,101,96,77,79,74,29,Camelback Village Racquet & Health Club,Phoenix,AZ, gyms yoga spas,4.0,96.0
420,LFs5jyYdXlzi0SpAYi1eSA,211,13,26,22,15,24,20,18,12,18,13,19,11,Maggiano's Little Italy,Las Vegas,NV, italian bars,4.0,1725.0
421,LHrksD6vqQW5PY4lRwJSDQ,653,58,48,76,54,58,56,48,64,49,61,52,29,EōS Fitness,Las Vegas,NV, healthtrainers gyms cardioclasses,4.0,328.0
422,LIU7IcJtD9VieoIo__wd9Q,259,28,20,20,29,4,28,48,17,18,24,19,4,Thai Pan Cuisine,Las Vegas,NV, thai,4.5,295.0
424,LNsZJP6jZ11e0tDljOLPiQ,375,28,21,34,32,42,27,44,48,39,32,16,12,Townhall,Cleveland,OH, newamerican juicebars beerbar,4.0,1423.0
425,LR0qF0FEVsCOhYWUOiH26A,379,30,44,27,30,34,33,32,33,23,33,46,14,The Buffet at ARIA - Temporarily Closed,Las Vegas,NV, buffets,3.0,2727.0
426,LRMwXHODOLJcLJoSvxeHFQ,208,38,20,17,12,16,13,17,16,14,18,17,10,Michi Ramen,Henderson,NV, ramen,4.5,284.0
427,LYKkltobuO2JEo8CyJKOxw,259,0,0,0,0,0,20,62,54,41,33,34,15,"Snooze, An A.M. Eatery",Charlotte,NC, breakfast_brunch tradamerican sandwiches,4.0,349.0
428,LYgAf_vpMQU6JqBcTXg-Sw,741,34,38,81,68,64,92,80,73,55,56,71,29,Bobby Q - Mesa,Mesa,AZ, newamerican bbq gluten_free,4.5,1273.0
429,LcbMEHpN5r45I4ZbyxhK0w,299,31,28,21,20,29,32,25,25,25,31,25,7,Paris Baguette,Las Vegas,NV, coffee bakeries cakeshop,4.0,161.0
430,LelAlfuj5oVRF9CQdWLsNQ,436,46,33,40,48,38,48,30,46,44,29,30,4,The Henry,Phoenix,AZ, newamerican breakfast_brunch coffee,4.0,1538.0
431,LklWSvyLZXN3tEGxT8rIfg,688,80,68,60,53,58,61,63,60,62,59,40,24,Hattie B's Hot Chicken,Las Vegas,NV, southern chickenshop comfortfood,4.0,665.0
432,Lo-lpCxoP1_T3cvTpp4ZCw,211,24,26,20,23,15,17,16,23,9,16,15,7,Tenaya Creek Brewery,Las Vegas,NV, breweries,4.5,218.0
433,LtO6vTBfYzlgWArn3kRe_A,232,17,24,16,27,26,20,27,22,16,12,15,10,Tacos El Gordo,North Las Vegas,NV, mexican,4.0,565.0
434,Lx3p5OmxGkbaCKq7G7FfPA,328,19,20,27,27,21,18,16,28,42,47,42,21,Albertsons,Las Vegas,NV, grocery drugstores,3.0,69.0
435,M0pkmBUi_CI0qrzN7ee80Q,247,18,16,20,23,25,28,13,23,23,33,23,2,Amélie's French Bakery & Café,Charlotte,NC, cafes bakeries,4.0,682.0
436,M9zu5KTyVwVC-45Mn8Wp0g,215,28,19,24,12,23,19,11,22,12,22,18,5,Taste,Las Vegas,NV, seafood cantonese,4.0,265.0
437,MBYMEdAI-ZlE-gr61fqs8Q,221,23,34,31,21,24,18,14,16,13,13,13,1,First Watch,Gilbert,AZ, breakfast_brunch cafes tradamerican,4.0,193.0
438,MFzsoiBcZB1NOG1H_0L6oQ,219,6,6,6,18,34,48,32,17,14,12,15,11,CVS Pharmacy,Lakewood,OH, drugstores pharmacy convenience,3.0,17.0
439,MKYcOZSpMwJK7uwacK13EA,201,29,22,24,22,18,19,19,10,17,10,8,3,Smallman Galley,Pittsburgh,PA, tradamerican bars,4.5,599.0
440,MQEpDvkdL39hh1N0We3Vaw,495,26,29,39,51,47,57,56,58,37,53,26,16,Hot Taco,Charlotte,NC, mexican,2.5,587.0
441,MQI1rSTE2LGrrsPPgenCrA,750,107,71,79,86,56,50,70,63,57,51,40,20,Master Kim's Korean BBQ,Las Vegas,NV, bbq korean,4.5,659.0
442,MQo7D58KbYrHfiMzWuLdtg,662,0,0,14,123,102,104,88,75,49,52,38,17,China Fresh Tea,Las Vegas,NV, coffee tea,5.0,176.0
444,MZdFfPLqkiBClj97lvhtPw,203,0,0,0,0,45,46,33,21,17,14,22,5,Yummy Rice,Las Vegas,NV, chinese hkcafe,4.0,133.0
445,MffsS7AXw8DahmQoTaNUGQ,265,17,33,27,25,28,30,21,16,17,29,14,8,Toasted Mallow,Gilbert,AZ, desserts coffee icecream,4.5,432.0
446,MpmFFw0GE_2iRFPdsRpJbA,221,21,17,19,18,14,27,20,23,28,13,16,5,XS Nightclub,Las Vegas,NV, danceclubs musicvenues,4.0,3264.0
447,N-pI4Ug_3NZy7_8cf70LlQ,202,15,24,32,19,20,13,15,10,18,16,15,5,Bubba's 33,Peoria,AZ, tradamerican burgers pizza,4.5,451.0
448,N0CoaG3cBrTGm2ecLYSzqA,1305,129,96,102,102,120,105,121,119,113,112,130,56,Lotus of Siam,Las Vegas,NV, thai seafood wine_bars,4.5,1577.0
449,N0apJkxIem2E8irTBRKnHw,262,25,32,22,14,22,17,16,27,31,25,19,12,Wolfgang Puck Bar & Grill,Las Vegas,NV, newamerican pizza sandwiches,4.0,1780.0
450,N5B7OBTyNGgwU_Y2fwNcyw,750,73,65,72,92,49,61,42,55,74,68,62,37,Phoenix Public Market Cafe,Phoenix,AZ, newamerican cafes,4.0,1158.0
451,N5CL5HLS6lyltw-OjjBrOw,216,18,19,15,15,20,17,15,19,23,22,27,6,Hussong's Cantina Boca Park,Las Vegas,NV, bars mexican vegan,4.0,566.0
452,N7yuiiu8jhQ-Fl9Npflreg,205,27,15,9,21,18,19,18,15,15,24,15,9,Lemongrass - Temporarily Closed,Las Vegas,NV, thai,3.5,1235.0
453,N95IG-T9bbR2iNL9_an1SQ,527,59,45,57,49,50,49,36,64,46,36,26,10,Me Gusta Tacos,Las Vegas,NV, mexican,4.0,420.0
454,NAPuzJcanOp91dE4GXPOow,758,60,59,98,80,94,66,50,63,71,50,58,9,The Montauk,Scottsdale,AZ, newamerican lounges breakfast_brunch,4.0,969.0
455,NCFwm2-TDb-oBQ2medmYDg,348,35,16,31,46,35,35,34,32,24,25,27,8,Fountains of Bellagio - Temporarily Closed,Las Vegas,NV, landmarks,4.5,1257.0
456,NFm869_w6cvVaWaNpAzjeA,293,11,32,27,16,22,49,28,38,25,16,21,8,Soul Gastrolounge,Charlotte,NC, tapas cocktailbars gastropubs,4.0,1106.0
457,NI3xvN6p0qhvUkKirbKokA,283,17,28,33,24,19,32,28,26,21,19,27,9,Original Pancake House - South Park,Charlotte,NC, breakfast_brunch tradamerican creperies,4.0,319.0
458,NINXtsdhMcT2kCAI52ZPQQ,240,32,24,19,25,18,22,17,15,16,13,27,12,Seafood City Supermarket,Las Vegas,NV, grocery seafoodmarkets filipino,3.0,84.0
459,NIOwzgujIXKVBEVNTQBXpg,392,47,48,35,30,30,41,31,39,30,23,27,11,Jjanga Steak & Sushi,Las Vegas,NV, sushi steak teppanyaki,4.0,1459.0
460,NJ8zL1tXR29LUng6T_CKPw,234,21,18,23,20,28,21,20,24,28,21,6,4,Heartland Town Centre,Mississauga,ON, shoppingcenters,4.0,48.0
461,NKh691Q7BZZ2r0f2RJxdsg,841,0,57,123,135,114,83,81,65,48,52,75,8,MILK+T,Las Vegas,NV, bubbletea,4.5,263.0
462,NQXuoB9JTPUItHvouMgWjQ,527,61,50,54,50,57,44,52,40,40,49,19,11,Violette's Vegan Organic Cafe & Juice Bar,Las Vegas,NV, vegan juicebars vegetarian,4.5,963.0
463,NQhPS0MUKJgBUB6PTLlmzA,399,44,37,21,46,61,31,32,35,29,17,33,13,Pho Bosa Bistro,Henderson,NV, vietnamese soup sandwiches,4.0,900.0
464,NXT94mdw1KWadc3q0u0KYg,520,44,35,40,51,37,60,57,49,49,35,42,21,A.Y.C.E. Buffet - Temporarily Closed,Las Vegas,NV, buffets,4.0,954.0
465,NY80DkkCfEl198JmwtO4pA,424,59,46,33,42,39,39,30,39,25,25,38,9,Harrah's Las Vegas Hotel & Casino - Temporarily Closed,Las Vegas,NV, hotels casinos,2.5,1969.0
466,NYoSzQnJX2vBOT2278UcMA,316,26,22,23,27,31,35,27,27,29,27,35,7,Mott 32,Las Vegas,NV, cantonese cocktailbars dimsum,4.0,374.0
467,NblDoJBEwhkJyvAuxzh4rg,211,47,15,21,17,16,12,16,11,16,15,19,6,Gyu-Kaku Japanese BBQ,Las Vegas,NV, japanese bbq asianfusion,4.0,684.0
468,NgDyxaeItFSInv7J5paGLQ,229,27,27,23,20,14,17,19,13,19,21,18,11,The Kettle Black Kitchen & Pub,Phoenix,AZ, gastropubs tradamerican fishnchips,4.5,912.0
469,NjDC1Evc2Wa6ykj8xVpoUw,347,34,20,37,41,46,47,44,11,19,28,15,5,Wahoo's Fish Tacos,Henderson,NV, mexican sportsbars acaibowls,4.0,428.0
470,Noi53T0PWNEN9mQRS3-Ncg,212,22,18,20,36,27,17,9,16,16,19,9,3,d'Lite Healthy On The Go,Scottsdale,AZ, coffee juicebars breakfast_brunch,4.5,923.0
471,NqOIzr1FEzTIhJm7Ign0yQ,216,0,0,0,0,0,25,46,28,59,25,25,8,Hash Kitchen,Phoenix,AZ, breakfast_brunch,4.0,336.0
472,NtiBsNppXU0XS4zM89dphQ,242,26,15,9,13,14,10,14,37,42,21,37,4,Scarborough Town Centre,Scarborough,ON, shoppingcenters,3.5,99.0
473,NvKNe9DnQavC9GstglcBJQ,388,55,42,56,35,29,28,29,31,19,31,25,8,Grand Lux Cafe,Las Vegas,NV, desserts tradamerican sandwiches,4.0,3057.0
474,Nzk07R8GUXtfzkmqikhCCA,398,29,37,36,37,35,33,35,32,35,40,35,14,Smith's,Las Vegas,NV, grocery,3.0,114.0
476,O3lQvyOADBs7f2W8A5D0Yg,201,12,21,9,3,3,8,34,29,19,26,23,14,24 Hour Fitness - Las Vegas Tropicana,Las Vegas,NV, healthtrainers gyms,3.0,221.0
477,OETh78qcgDltvHULowwhJg,388,33,46,34,27,34,32,52,20,21,38,33,18,Gordon Ramsay Steak - Temporarily Closed,Las Vegas,NV, steak newamerican,4.0,4179.0
478,ONqzAgPXmppfrnotY0OD8g,385,40,42,52,43,31,26,49,27,26,20,21,8,Big Chicken,Las Vegas,NV, chickenshop tradamerican,4.0,550.0
479,OOHlm2lbVgPHhSe98YW3yA,490,44,29,48,50,40,50,46,35,60,38,38,12,Me Gusta Tacos,Henderson,NV, tacos catering,4.5,478.0
480,OPcGFLP_mRt9yvgP3ALXOQ,376,33,30,32,33,35,31,39,41,27,32,32,11,Totopo Mexican Kitchen and Bar,Pittsburgh,PA, bars mexican latin,4.5,487.0
481,OQ07L9gq0IbWalsJpiBmWg,2149,175,140,169,245,204,258,228,195,158,158,131,88,The Camp Transformation Center - Peoria,Peoria,AZ, weightlosscenters gyms bootcamps,3.5,15.0
482,OQ_2_JzEqJrjG5z93cEqmQ,396,1,6,15,23,64,73,85,74,42,8,5,0,OTB At the Boathouse,Allison Park,PA, newamerican vegetarian sandwiches,3.5,293.0
483,OYle0xyj_qYZUPCrWfUu_A,264,27,23,27,25,26,29,29,26,12,16,16,8,Life Time Athletic,Las Vegas,NV, gyms sports_clubs healthtrainers,3.5,246.0
484,OYwExM0NGUjyPos0NLjLug,359,35,29,40,42,24,39,35,32,15,21,34,13,Sadelle's - Temporarily Closed,Las Vegas,NV, breakfast_brunch tradamerican,3.5,378.0
485,OaksCsORs2tUGxSJWhydJg,303,26,23,37,27,23,27,33,25,21,23,28,10,Itea Boba & Dessert,Las Vegas,NV, desserts bubbletea tea,4.5,340.0
486,OgJ0KxwJcJ9R5bUK0ixCbg,445,38,43,48,40,34,23,45,41,44,39,34,16,Lux Central,Phoenix,AZ, coffee newamerican bakeries,4.0,2247.0
488,OtSbxxD-WNzlNQlDGpXFSA,566,57,59,65,48,37,48,57,51,43,39,49,13,IKEA,Las Vegas,NV, furniture homedecor kitchenandbath,3.5,483.0
489,P-7rbr91J9WkcxTPYMi6iA,231,21,24,38,41,35,20,29,5,4,3,5,6,Foodie Fit - Summerlin,Las Vegas,NV, diyfood healthmarkets fooddeliveryservices,4.5,46.0
490,P0-zxLhfe9iOgidDG2_O8A,431,0,0,0,196,130,15,17,22,22,8,17,4,Dagu Rice Noodle,Las Vegas,NV, chinese noodles,4.0,109.0
